O*NET-SOC Code,Title,original,narrow,narrow_weight_share,narrow_delta,broad,broad_weight_share,broad_delta,soc6
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",0.2048,0.1839,0.3409515720364882,-0.020900000000000002,0.1425,0.641964234986241,-0.06230000000000002,47-5044
53-7064.00,"Packers and Packagers, Hand",0.2039,0.1714,0.570137217163099,-0.0325,0.1714,0.570137217163099,-0.0325,53-7064
51-7011.00,Cabinetmakers and Bench Carpenters,0.2037,0.1769,0.5362541607092689,-0.02679999999999999,0.1736,0.603664018049103,-0.030099999999999988,51-7011
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2031,0.1635,0.5183289108140782,-0.039599999999999996,0.1563,0.5804586326154608,-0.04680000000000001,51-4021
49-3091.00,Bicycle Repairers,0.2004,0.1592,0.6614907161403214,-0.04119999999999999,0.1592,0.6614907161403214,-0.04119999999999999,49-3091
51-6093.00,Upholsterers,0.2001,0.1694,0.5331495506923981,-0.030700000000000005,0.1694,0.5331495506923981,-0.030700000000000005,51-6093
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.1995,0.1601,0.5135143066880422,-0.03940000000000002,0.1452,0.6629207986412956,-0.054300000000000015,51-7042
29-1024.00,Prosthodontists,0.1979,0.1707,0.2720481067832451,-0.027200000000000002,0.1707,0.2720481067832451,-0.027200000000000002,29-1024
51-9081.00,Dental Laboratory Technicians,0.1971,0.1532,0.6441269836618649,-0.043899999999999995,0.1532,0.6441269836618649,-0.043899999999999995,51-9081
47-2021.00,Brickmasons and Blockmasons,0.1967,0.1489,0.7619662213526681,-0.04780000000000001,0.1489,0.7619662213526681,-0.04780000000000001,47-2021
47-5011.00,"Derrick Operators, Oil and Gas",0.1958,0.1579,0.45466363977488033,-0.03789999999999999,0.1381,0.6505503648415681,-0.0577,47-5011
39-5092.00,Manicurists and Pedicurists,0.1958,0.1597,0.7224039095996495,-0.03609999999999999,0.1597,0.7224039095996495,-0.03609999999999999,39-5092
53-7063.00,Machine Feeders and Offbearers,0.1946,0.1707,0.47779301977441085,-0.023900000000000005,0.1487,0.6243422257108234,-0.045899999999999996,53-7063
29-1022.00,Oral and Maxillofacial Surgeons,0.1937,0.1937,0.0,0.0,0.1937,0.0,0.0,29-1022
37-2012.00,Maids and Housekeeping Cleaners,0.1931,0.1231,0.8033095546447695,-0.06999999999999999,0.1231,0.8033095546447695,-0.06999999999999999,37-2012
47-2171.00,Reinforcing Iron and Rebar Workers,0.1924,0.1503,0.8417832393364897,-0.0421,0.1503,0.8417832393364897,-0.0421,47-2171
51-4121.00,"Welders, Cutters, Solderers, and Brazers",0.1923,0.1391,0.6915330532618748,-0.0532,0.1365,0.7092056112638341,-0.05579999999999999,51-4121
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",0.1906,0.1599,0.6155652147899485,-0.030700000000000005,0.1523,0.6657814331627093,-0.0383,51-6052
51-7021.00,Furniture Finishers,0.1902,0.1523,0.6736811694554726,-0.03790000000000002,0.1523,0.6736811694554726,-0.03790000000000002,51-7021
51-9083.00,Ophthalmic Laboratory Technicians,0.1892,0.1497,0.6503266773043666,-0.03950000000000001,0.1466,0.671232491197221,-0.0426,51-9083
51-2023.00,Electromechanical Equipment Assemblers,0.1882,0.1597,0.5424324696975776,-0.028499999999999998,0.1504,0.6275142500382848,-0.0378,51-2023
47-5081.00,Helpers--Extraction Workers,0.1876,0.1578,0.5216087510280253,-0.029799999999999993,0.138,0.6785777036000893,-0.04959999999999998,47-5081
49-9095.00,Manufactured Building and Mobile Home Installers,0.1869,0.1401,0.6665343388083277,-0.04680000000000001,0.1401,0.6665343388083277,-0.04680000000000001,49-9095
51-2061.00,Timing Device Assemblers and Adjusters,0.1866,0.164,0.4193736868595067,-0.02259999999999998,0.164,0.4193736868595067,-0.02259999999999998,51-2061
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.1854,0.1509,0.6913996940022687,-0.0345,0.1509,0.6913996940022687,-0.0345,51-9195
47-2044.00,Tile and Stone Setters,0.1851,0.1268,0.8343129348258546,-0.05829999999999999,0.1268,0.8343129348258546,-0.05829999999999999,47-2044
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.1851,0.1702,0.2987165985098311,-0.014899999999999997,0.1535,0.4100157627551057,-0.03159999999999999,53-3011
51-6042.00,Shoe Machine Operators and Tenders,0.1842,0.1257,0.7881745765613081,-0.058499999999999996,0.1257,0.7881745765613081,-0.058499999999999996,51-6042
39-4011.00,Embalmers,0.1838,0.1469,0.7501370126041671,-0.03689999999999999,0.1469,0.7501370126041671,-0.03689999999999999,39-4011
53-7041.00,Hoist and Winch Operators,0.1829,0.1476,0.27726650866001445,-0.0353,0.1275,0.6778945992163404,-0.055400000000000005,53-7041
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",0.1815,0.1358,0.526477827945934,-0.04569999999999999,0.1341,0.5617224813211361,-0.0474,51-7041
47-2141.00,"Painters, Construction and Maintenance",0.1813,0.1372,0.8354299449757779,-0.0441,0.1372,0.8354299449757779,-0.0441,47-2141
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.1804,0.149,0.36796644104660575,-0.03140000000000001,0.1402,0.45721268126562575,-0.040200000000000014,49-3031
29-9093.00,Surgical Assistants,0.1798,0.1698,0.13781593719638147,-0.009999999999999981,0.1575,0.2267512883462153,-0.022299999999999986,29-9093
49-3043.00,Rail Car Repairers,0.1797,0.1471,0.4813058396240699,-0.03259999999999999,0.1471,0.4813058396240699,-0.03259999999999999,49-3043
47-2041.00,Carpet Installers,0.1796,0.1245,0.8339520335207693,-0.05510000000000001,0.1245,0.8339520335207693,-0.05510000000000001,47-2041
35-2015.00,"Cooks, Short Order",0.1775,0.0665,0.8838584972304624,-0.11099999999999999,0.0665,0.8838584972304624,-0.11099999999999999,35-2015
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.176,0.1319,0.6211418828989766,-0.0441,0.1231,0.718867954395713,-0.05289999999999999,51-4032
51-9198.00,Helpers--Production Workers,0.1757,0.1457,0.49663651889557864,-0.03,0.1274,0.6624586849514529,-0.04829999999999998,51-9198
51-6011.00,Laundry and Dry-Cleaning Workers,0.1749,0.09,0.64519968282597,-0.0849,0.0851,0.6774583785584944,-0.0898,51-6011
51-9195.05,"Potters, Manufacturing",0.174,0.126,0.5998423900035935,-0.04799999999999999,0.1085,0.7163645321777187,-0.06549999999999999,51-9195
49-9096.00,Riggers,0.1733,0.1397,0.6710378077574759,-0.03360000000000002,0.1358,0.7493551369410785,-0.037500000000000006,49-9096
27-2021.00,Athletes and Sports Competitors,0.1719,0.1719,0.5642823150655777,0.0,0.1719,0.5642823150655777,0.0,27-2021
47-2011.00,Boilermakers,0.1714,0.1374,0.6036385552113648,-0.034,0.1329,0.6487196613525069,-0.038500000000000006,47-2011
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.1711,0.133,0.5010151572959808,-0.038099999999999995,0.0943,0.7158788633708953,-0.07680000000000001,51-4031
51-2031.00,Engine and Other Machine Assemblers,0.1708,0.1454,0.5078027143238133,-0.025400000000000006,0.14,0.561275428816169,-0.030799999999999994,51-2031
35-2011.00,"Cooks, Fast Food",0.1696,0.1303,0.7443875555555123,-0.0393,0.1303,0.7443875555555123,-0.0393,35-2011
49-9052.00,Telecommunications Line Installers and Repairers,0.1694,0.1265,0.7184602812376516,-0.042899999999999994,0.117,0.7815349308725974,-0.05239999999999999,49-9052
47-2152.04,Solar Thermal Installers and Technicians,0.1693,0.1293,0.7031518062780991,-0.04000000000000001,0.1293,0.7031518062780991,-0.04000000000000001,47-2152
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.1686,0.097,0.7718539714551307,-0.0716,0.097,0.7718539714551307,-0.0716,51-9196
51-9111.00,Packaging and Filling Machine Operators and Tenders,0.1685,0.1313,0.6360015523220411,-0.03720000000000001,0.1313,0.6360015523220411,-0.03720000000000001,51-9111
51-9082.00,Medical Appliance Technicians,0.1654,0.1236,0.5739325973928394,-0.04179999999999999,0.1236,0.5739325973928394,-0.04179999999999999,51-9082
37-3013.00,Tree Trimmers and Pruners,0.164,0.1306,0.6240280591611468,-0.03340000000000001,0.1087,0.827349674525742,-0.0553,37-3013
51-6031.00,Sewing Machine Operators,0.1621,0.1242,0.7437083063406958,-0.03789999999999999,0.1242,0.7437083063406958,-0.03789999999999999,51-6031
51-6051.00,"Sewers, Hand",0.1619,0.0874,0.8655443076715944,-0.07449999999999998,0.0874,0.8655443076715944,-0.07449999999999998,51-6051
53-6032.00,Aircraft Service Attendants,0.1611,0.1347,0.5,-0.026400000000000007,0.1264,0.5555555555555556,-0.03469999999999998,53-6032
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.1602,0.1489,0.17552584471427998,-0.011300000000000004,0.1397,0.268293139818936,-0.020500000000000018,45-2093
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.1601,0.1133,0.7499818683829986,-0.046799999999999994,0.1091,0.7783540729017938,-0.05099999999999999,37-2011
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.1593,0.1021,0.8271005962988145,-0.0572,0.1021,0.8271005962988145,-0.0572,51-9195
45-3031.00,Fishing and Hunting Workers,0.1589,0.1414,0.5434001016487552,-0.017500000000000016,0.1149,0.7203192140349439,-0.04400000000000001,45-3031
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.1553,0.1129,0.7309494934121962,-0.04239999999999999,0.1129,0.7309494934121962,-0.04239999999999999,49-9098
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.1548,0.1071,0.6334653669811313,-0.04769999999999999,0.0852,0.8528507396362428,-0.0696,37-3012
47-2121.00,Glaziers,0.1533,0.1091,0.7718348423249737,-0.04419999999999999,0.1073,0.8079936780079011,-0.045999999999999985,47-2121
47-2061.00,Construction Laborers,0.1496,0.0955,0.7373633959295716,-0.05410000000000001,0.0767,0.849257099888713,-0.0729,47-2061
49-3021.00,Automotive Body and Related Repairers,0.1493,0.1001,0.7954878134796507,-0.049199999999999994,0.1001,0.7954878134796507,-0.049199999999999994,49-3021
51-2041.00,Structural Metal Fabricators and Fitters,0.1493,0.099,0.6705857689550678,-0.050299999999999984,0.0907,0.8366797620019512,-0.058599999999999985,51-2041
53-7061.00,Cleaners of Vehicles and Equipment,0.1476,0.1157,0.5834319231345451,-0.03190000000000001,0.0793,0.791396904880989,-0.06830000000000001,53-7061
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,0.1456,0.0938,0.8419285717916104,-0.05180000000000001,0.0938,0.8419285717916104,-0.05180000000000001,35-9011
35-2021.00,Food Preparation Workers,0.1437,0.1025,0.7942646894584721,-0.0412,0.1025,0.7942646894584721,-0.0412,35-2021
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.1427,0.0998,0.7001236964888614,-0.042899999999999994,0.0966,0.7322034346819177,-0.04609999999999999,51-2011
49-9051.00,Electrical Power-Line Installers and Repairers,0.1426,0.1054,0.6656779363286639,-0.03720000000000001,0.0907,0.7641495310202107,-0.0519,49-9051
51-6041.00,Shoe and Leather Workers and Repairers,0.1425,0.0791,0.8467414666678063,-0.06339999999999998,0.0791,0.8467414666678063,-0.06339999999999998,51-6041
47-4031.00,Fence Erectors,0.1423,0.0752,0.88565592301302,-0.0671,0.0737,0.9005649306495725,-0.06860000000000001,47-4031
51-9031.00,"Cutters and Trimmers, Hand",0.1422,0.1032,0.5784972680678683,-0.03899999999999999,0.1003,0.6379864302081814,-0.04189999999999999,51-9031
49-3052.00,Motorcycle Mechanics,0.1408,0.0814,0.6706177981066795,-0.05940000000000001,0.0814,0.6706177981066795,-0.05940000000000001,49-3052
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.1398,0.0952,0.6867492672228909,-0.0446,0.0675,0.8318383767342472,-0.0723,51-9124
45-2091.00,Agricultural Equipment Operators,0.1367,0.1111,0.4174952600528407,-0.025599999999999984,0.0744,0.7712339463184462,-0.062299999999999994,45-2091
47-4091.00,Segmental Pavers,0.1351,0.0577,0.9278335034827658,-0.0774,0.0577,0.9278335034827658,-0.0774,47-4091
37-3011.00,Landscaping and Groundskeeping Workers,0.1341,0.0924,0.710425195702711,-0.0417,0.0746,0.8583277241289744,-0.0595,37-3011
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.1334,0.0933,0.5366414661330686,-0.0401,0.0336,0.9341913129485375,-0.0998,51-6021
53-7062.04,Recycling and Reclamation Workers,0.1325,0.113,0.36188377963030965,-0.019500000000000003,0.0777,0.7009905278560206,-0.0548,53-7062
47-2221.00,Structural Iron and Steel Workers,0.1299,0.0932,0.7335204350813973,-0.03669999999999998,0.0832,0.8666545812834342,-0.04669999999999999,47-2221
49-9063.00,Musical Instrument Repairers and Tuners,0.1247,0.0415,0.856511158799828,-0.0832,0.0397,0.8685242790484772,-0.085,49-9063
47-4041.00,Hazardous Materials Removal Workers,0.1243,0.0847,0.7743731653425219,-0.039599999999999996,0.0756,0.8573343859257072,-0.04869999999999999,47-4041
49-9044.00,Millwrights,0.1242,0.0665,0.8002136374516349,-0.0577,0.0599,0.8441916227888533,-0.0643,49-9044
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",0.1229,0.0682,0.9147449723124678,-0.0547,0.0682,0.9147449723124678,-0.0547,47-2131
31-1132.00,Orderlies,0.1221,0.0911,0.620703788005648,-0.031,0.0911,0.620703788005648,-0.031,31-1132
47-2081.00,Drywall and Ceiling Tile Installers,0.1215,0.0704,0.8685099969537401,-0.05109999999999999,0.0704,0.8685099969537401,-0.05109999999999999,47-2081
51-2051.00,Fiberglass Laminators and Fabricators,0.1202,0.0764,0.7557523116341273,-0.043800000000000006,0.0764,0.7557523116341273,-0.043800000000000006,51-2051
47-2151.00,Pipelayers,0.1199,0.0624,0.7678366585091952,-0.05750000000000001,0.0552,0.8260196573262771,-0.06470000000000001,47-2151
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.1177,0.0695,0.8495429103625612,-0.04819999999999999,0.0695,0.8495429103625612,-0.04819999999999999,47-2042
47-2142.00,Paperhangers,0.1171,0.0691,0.865083495786509,-0.048,0.0691,0.865083495786509,-0.048,47-2142
49-9094.00,Locksmiths and Safe Repairers,0.1163,0.0778,0.7713059905337408,-0.038500000000000006,0.0778,0.7713059905337408,-0.038500000000000006,49-9094
47-5051.00,"Rock Splitters, Quarry",0.1146,0.086,0.38404292692625325,-0.0286,0.0366,0.877903736024966,-0.07799999999999999,47-5051
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",0.1146,0.0762,0.5465044393992688,-0.03839999999999999,0.0398,0.8838035228670569,-0.07479999999999999,47-2071
47-2082.00,Tapers,0.1114,0.067,0.8850745626284482,-0.044399999999999995,0.067,0.8850745626284482,-0.044399999999999995,47-2082
51-4052.00,"Pourers and Casters, Metal",0.1105,0.0211,0.8774387057924411,-0.08940000000000001,0.0211,0.8774387057924411,-0.08940000000000001,51-4052
47-2072.00,Pile Driver Operators,0.1104,0.0805,0.3988239971121181,-0.029899999999999996,0.0506,0.7977432856426782,-0.0598,47-2072
29-2012.01,Histology Technicians,0.1099,0.0313,0.785519683966762,-0.0786,0.0116,0.8842119602234028,-0.0983,29-2012
47-5043.00,"Roof Bolters, Mining",0.1094,0.0779,0.6300767979644375,-0.0315,0.0633,0.7764598649432477,-0.0461,47-5043
47-2161.00,Plasterers and Stucco Masons,0.1086,0.0588,0.9189217610130556,-0.049800000000000004,0.0588,0.9189217610130556,-0.049800000000000004,47-2161
49-3093.00,Tire Repairers and Changers,0.1079,0.0863,0.4312403760369335,-0.021599999999999994,0.0807,0.5049360940947606,-0.027200000000000002,49-3093
49-3022.00,Automotive Glass Installers and Repairers,0.1077,0.0801,0.5188905165802247,-0.0276,0.0801,0.5188905165802247,-0.0276,49-3022
47-2051.00,Cement Masons and Concrete Finishers,0.1059,0.0584,0.8471553084785459,-0.047499999999999994,0.0584,0.8471553084785459,-0.047499999999999994,47-2051
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.1058,0.062,0.7952899453947554,-0.043800000000000006,0.059,0.856403635272743,-0.04680000000000001,47-3011
47-3013.00,Helpers--Electricians,0.1034,0.062,0.7213218538616939,-0.041400000000000006,0.0571,0.7699635776787803,-0.04630000000000001,47-3013
47-4051.00,Highway Maintenance Workers,0.0971,0.038,0.7217868724576622,-0.05910000000000001,0.0158,0.9059137853577447,-0.08130000000000001,47-4051
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0.097,0.0757,0.4047400077717472,-0.0213,0.0436,0.7484435029861599,-0.0534,47-4061
47-2053.00,Terrazzo Workers and Finishers,0.0946,0.0388,0.9482925119934386,-0.0558,0.0388,0.9482925119934386,-0.0558,47-2053
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.0925,0.0075,0.9247915939302918,-0.08499999999999999,0.0075,0.9247915939302918,-0.08499999999999999,47-3015
53-7051.00,Industrial Truck and Tractor Operators,0.0924,0.0539,0.539535823430213,-0.03849999999999999,0.0145,0.903637560989291,-0.0779,53-7051
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.0883,0.026,0.8263344478482917,-0.06230000000000001,0.026,0.8263344478482917,-0.06230000000000001,51-3022
47-2043.00,Floor Sanders and Finishers,0.0872,0.0446,0.8513047774983706,-0.0426,0.0446,0.8513047774983706,-0.0426,47-2043
47-3016.00,Helpers--Roofers,0.0841,0.0417,0.8072508675230554,-0.04239999999999999,0.0417,0.8072508675230554,-0.04239999999999999,47-3016
47-2181.00,Roofers,0.0827,0.0371,0.913204827547241,-0.045599999999999995,0.0371,0.913204827547241,-0.045599999999999995,47-2181
47-3012.00,Helpers--Carpenters,0.0824,0.0,1.0,-0.0824,0.0,1.0,-0.0824,47-3012
51-9197.00,Tire Builders,0.0741,0.0301,0.8795980360747657,-0.044,0.0301,0.8795980360747657,-0.044,51-9197
47-5071.00,"Roustabouts, Oil and Gas",0.0671,0.03,0.729744201015895,-0.03710000000000001,0.0258,0.8142511934944089,-0.0413,47-5071
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.0656,0.0184,0.7323255804605633,-0.047200000000000006,0.0184,0.7323255804605633,-0.047200000000000006,49-9045
51-4071.00,Foundry Mold and Coremakers,0.0611,0.019,0.8419364240626157,-0.0421,0.0,1.0,-0.0611,51-4071
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.0523,0.0,1.0,-0.0523,0.0,1.0,-0.0523,47-3014
47-2022.00,Stonemasons,0.0512,0.0024,0.9519614986043111,-0.0488,0.0,1.0,-0.0512,47-2022
35-9021.00,Dishwashers,0.05,0.0,1.0,-0.05,0.0,1.0,-0.05,35-9021
51-3023.00,Slaughterers and Meat Packers,0.05,0.0,1.0,-0.05,0.0,1.0,-0.05,51-3023
