O*NET-SOC Code,Title,Task ID,Task,Task Type,task_exposure,n_dwas,channel,importance,relevance,weight,baseline_exposure,narrow_flag,narrow_exposure,broad_flag,broad_exposure,matched_rule_ids,matched_text,text_flag,combined_flag,text_exposure,combined_exposure
39-3091.00,Amusement and Recreation Attendants,5118,"Monitor activities to ensure adherence to rules and safety procedures, or arrange for the removal of unruly patrons.",Core,0.575,2,INFO,3.72,88.68,3.2988960000000005,0.575,False,0.575,False,0.575,,,False,False,0.575,0.575
39-3091.00,Amusement and Recreation Attendants,5117,"Record details of attendance, sales, receipts, reservations, or repair activities.",Core,0.9,2,INFO,3.68,84.17,3.097456,0.9,False,0.9,False,0.9,handling,repair,True,True,0.0,0.0
39-3091.00,Amusement and Recreation Attendants,5134,"Maintain inventories of equipment, storing and retrieving items and assembling and disassembling equipment as necessary.",Core,0.35,1,PHYS,3.52,77.56,2.730112,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
39-3091.00,Amusement and Recreation Attendants,5131,"Provide assistance to patrons entering or exiting amusement rides, boats, or ski lifts, or mounting or dismounting animals.",Supplemental,0.3,1,SOCL,3.66,45.66,1.671156,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-3091.00,Amusement and Recreation Attendants,5121,"Clean sporting equipment, vehicles, rides, booths, facilities, or grounds.",Supplemental,0.05,2,PHYS,3.63,64.86,2.354418,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-3091.00,Amusement and Recreation Attendants,5125,"Inspect equipment to detect wear and damage and perform minor repairs, adjustments, or maintenance tasks, such as oiling parts.",Supplemental,0.25,1,PHYS,3.62,59.1,2.13942,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
39-3091.00,Amusement and Recreation Attendants,5128,"Verify, collect, or punch tickets before admitting patrons to venues, such as amusement parks and rides.",Supplemental,0.85,1,INFO,3.55,42.88,1.5222399999999998,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
39-3091.00,Amusement and Recreation Attendants,5124,"Fasten safety devices for patrons, or provide them with directions for fastening devices.",Supplemental,0.55,2,SOCL,3.52,41.12,1.447424,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-3091.00,Amusement and Recreation Attendants,5123,Announce or describe amusement park attractions to patrons to entice customers to games and other entertainment.,Supplemental,0.65,1,SOCL,3.34,39.69,1.325646,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
39-3091.00,Amusement and Recreation Attendants,5133,"Schedule the use of recreation facilities, such as golf courses, tennis courts, bowling alleys, or softball diamonds.",Supplemental,0.9,1,INFO,3.04,38.95,1.1840800000000002,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-3091.00,Amusement and Recreation Attendants,5132,Sell and serve refreshments to customers.,Supplemental,0.45,1,SOCL,2.93,30.39,0.8904270000000001,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
39-3091.00,Amusement and Recreation Attendants,5127,"Rent, sell, or issue sporting equipment and supplies, such as bowling shoes, golf balls, swimming suits, or beach chairs.",Supplemental,0.3,2,PHYS,2.8,41.42,1.15976,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-3091.00,Amusement and Recreation Attendants,5126,"Operate, drive, or explain the use of mechanical riding devices or other automatic equipment in amusement parks, carnivals, or recreation areas.",Supplemental,0.8,1,SOCL,2.64,37.85,0.99924,0.8,False,0.8,False,0.8,operation,Operate; drive,True,True,0.0,0.0
39-3092.00,Costume Attendants,9627,"Create worksheets for dressing lists, show notes, or costume checks.",Core,0.9,1,INFO,4.2,81.48,3.42216,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-3092.00,Costume Attendants,20898,Provide dressing assistance to cast members or assign cast dressers to assist specific cast members with costume changes.,Core,0.65,1,MGMT,4.2,82.55,3.4671,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
39-3092.00,Costume Attendants,9616,Arrange costumes in order of use to facilitate quick-change procedures for performances.,Core,0.1,1,PHYS,4.07,79.44,3.2332080000000003,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
39-3092.00,Costume Attendants,9621,"Design or construct costumes or send them to tailors for construction, major repairs, or alterations.",Core,0.45,1,CRTV,3.97,81.39,3.231183,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
39-3092.00,Costume Attendants,9629,Examine costume fit on cast members and sketch or write notes for alterations.,Core,0.5,1,PHYS,3.97,87.44,3.471368,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-3092.00,Costume Attendants,9615,Distribute costumes or related equipment and keep records of item status.,Core,0.25,2,PHYS,3.95,82.17,3.245715,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
39-3092.00,Costume Attendants,9623,Check the appearance of costumes on stage or under lights to determine whether desired effects are being achieved.,Core,0.7,1,INFO,3.94,80.43,3.168942,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-3092.00,Costume Attendants,9618,Clean and press costumes before and after performances and perform any minor repairs.,Core,0.05,1,PHYS,3.82,86.13,3.2901659999999997,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-3092.00,Costume Attendants,9625,"Collaborate with production designers, costume designers, or other production staff to discuss and execute costume design details.",Core,0.6,1,SOCL,3.74,79.2,2.9620800000000003,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
39-3092.00,Costume Attendants,9626,"Monitor, maintain, or secure inventories of costumes, wigs, or makeup, providing keys or access to assigned directors, costume designers, or wardrobe mistresses/masters.",Core,0.55,2,INFO,3.68,67.98,2.5016640000000003,0.55,False,0.55,False,0.55,physical_objects,makeup,True,True,0.0,0.0
39-3092.00,Costume Attendants,9622,"Purchase, rent, or requisition costumes or other wardrobe necessities.",Core,0.7,1,INFO,3.49,71.67,2.5012830000000004,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-3092.00,Costume Attendants,9632,"Study books, pictures, or examples of period clothing to determine styles worn during specific periods in history.",Core,0.7,1,INFO,3.33,75.62,2.518146,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-3092.00,Costume Attendants,9617,Return borrowed or rented items when productions are complete and return other items to storage.,Core,0.05,1,PHYS,3.31,78.89,2.611259,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-3092.00,Costume Attendants,9630,"Review scripts or other production information to determine a story's locale or period, as well as the number of characters and required costumes.",Core,0.7,1,INFO,3.3,69.62,2.29746,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-3092.00,Costume Attendants,9624,Inventory stock to determine types or conditions of available costuming.,Core,0.75,1,INFO,3.01,75.62,2.276162,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
39-3092.00,Costume Attendants,9628,Direct the work of wardrobe crews during dress rehearsals or performances.,Supplemental,0.35,1,MGMT,3.4,66.82,2.2718799999999995,0.35,False,0.35,False,0.35,body_care,dress,True,True,0.0,0.0
39-3092.00,Costume Attendants,9634,"Participate in the hiring, training, scheduling, or supervision of alteration workers.",Supplemental,0.625,2,MGMT,3.37,52.91,1.783067,0.625,False,0.625,False,0.625,,,False,False,0.625,0.625
39-3092.00,Costume Attendants,9633,"Provide managers with budget recommendations and take responsibility for budgetary line items related to costumes, storage, or makeup needs.",Supplemental,0.7,1,MGMT,3.36,58.27,1.957872,0.7,False,0.7,False,0.7,physical_objects,makeup,True,True,0.0,0.0
39-3092.00,Costume Attendants,9619,"Assign lockers to employees and maintain locker rooms, dressing rooms, wig rooms, or costume storage or laundry areas.",Supplemental,0.125,2,PHYS,3.34,64.37,2.149958,0.125,False,0.125,False,0.125,,,False,False,0.125,0.125
39-3092.00,Costume Attendants,9631,Recommend vendors and monitor their work.,Supplemental,0.6,1,INFO,2.67,42.45,1.133415,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
39-3092.00,Costume Attendants,9635,"Care for non-clothing items, such as flags, table skirts, or draperies.",Supplemental,0.05,1,PHYS,2.48,61.69,1.529912,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4476,"Provide towels and sheets to clients in public baths, steam rooms, and restrooms.",Core,0.15,1,PHYS,4.45,69.97,3.113665,0.15,False,0.15,False,0.15,,,False,False,0.15,0.15
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4465,"Assign dressing room facilities, locker space, or clothing containers to patrons of athletic or bathing establishments.",Core,0.15,1,PHYS,4.32,73.92,3.193344,0.15,False,0.15,False,0.15,,,False,False,0.15,0.15
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4467,"Check supplies to ensure adequate availability, and order new supplies when necessary.",Core,0.75,1,INFO,4.31,72.75,3.1355249999999995,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4472,"Monitor patrons' facility use to ensure that rules and regulations are followed, and safety and order are maintained.",Core,0.45,1,SOCL,4.19,88.65,3.714435000000001,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",20134,Clean facilities such as floors or locker rooms.,Core,0.05,1,PHYS,4.13,88.01,3.634813,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4466,"Answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",Core,0.775,2,SOCL,4.05,90.45,3.663225,0.775,False,0.775,False,0.775,,,False,False,0.775,0.775
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4468,Refer guest problems or complaints to supervisors.,Core,0.75,1,SOCL,4.03,94.32,3.801096,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4484,Maintain a lost-and-found collection.,Core,0.05,1,PHYS,3.68,69.19,2.546192,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4469,"Clean and polish footwear, using brushes, sponges, cleaning fluid, polishes, waxes, liquid or sole dressing, and daubers.",Supplemental,0.05,1,PHYS,4.58,52.26,2.3935079999999997,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4474,"Activate emergency action plans and administer first aid, as necessary.",Supplemental,0.05,1,CARE,4.33,49.53,2.144649,0.05,False,0.05,False,0.05,,,False,False,0.05,0.05
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4473,"Procure beverages, food, and other items as requested.",Supplemental,0.7,1,INFO,4.13,53.9,2.22607,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4477,Collect soiled linen or clothing for laundering.,Supplemental,0.05,1,PHYS,4.1,59.94,2.45754,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4475,"Store personal possessions for patrons, issue claim checks for articles stored, and return articles on receipt of checks.",Supplemental,0.05,1,PHYS,4.02,62.7,2.5205399999999996,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4471,Operate washing machines and dryers to clean soiled apparel and towels.,Supplemental,0.05,1,PHYS,3.92,45.99,1.802808,0.05,True,0.0,True,0.0,handling; operation,clean; Operate,True,True,0.0,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4482,"Maintain inventories of clothing or uniforms, accessories, equipment, or linens.",Supplemental,0.35,1,PHYS,3.91,59.03,2.3080730000000003,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4479,Attend to needs of athletic teams in clubhouses.,Supplemental,0.55,1,SOCL,3.9,38.29,1.49331,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4480,Provide assistance to patrons by performing duties such as opening doors or carrying bags.,Supplemental,0.05,1,PHYS,3.89,65.8,2.55962,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4478,Operate controls that regulate temperatures or room environments.,Supplemental,0.1,1,PHYS,3.89,40.23,1.564947,0.1,False,0.1,False,0.1,operation,Operate,True,True,0.0,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4483,"Issue gym clothes, uniforms, towels, athletic equipment, and special athletic apparel.",Supplemental,0.15,1,PHYS,3.77,39.17,1.4767090000000005,0.15,False,0.15,False,0.15,,,False,False,0.15,0.15
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4486,"Provide or arrange for services such as clothes pressing, cleaning, or repair.",Supplemental,0.3,1,SOCL,3.68,43.83,1.612944,0.3,False,0.3,False,0.3,handling,repair,True,True,0.0,0.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4470,"Report and document safety hazards, potentially hazardous conditions, and unsafe practices and procedures.",Supplemental,0.725,2,INFO,3.46,63.33,2.1912179999999997,0.7250000000000001,False,0.7250000000000001,False,0.7250000000000001,,,False,False,0.7250000000000001,0.7250000000000001
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4481,Stencil identifying information on equipment.,Supplemental,0.1,1,PHYS,3.3,29.81,0.98373,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4485,Set up various apparatus or athletic equipment.,Supplemental,0.05,1,PHYS,2.72,31.11,0.846192,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4011.00,Embalmers,4487,Conform to laws of health and sanitation and ensure that legal requirements concerning embalming are met.,Core,0.7,1,ANLY,4.85,100.0,4.85,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-4011.00,Embalmers,4488,Apply cosmetics to impart lifelike appearance to the deceased.,Core,0.05,1,CARE,4.74,97.97,4.643778,0.05,True,0.0,True,0.0,apply,Apply,True,True,0.0,0.0
39-4011.00,Embalmers,4495,"Join lips, using needles and thread or wire.",Core,0.0,1,PHYS,4.74,96.75,4.58595,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,4490,"Close incisions, using needles and sutures.",Core,0.0,1,PHYS,4.67,100.0,4.67,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,4489,"Incise stomach and abdominal walls and probe internal organs, using trocar, to withdraw blood and waste matter from organs.",Core,0.0,1,PHYS,4.67,98.97,4.621899,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,23930,Clean and disinfect areas in which bodies are prepared and embalmed.,Core,0.05,2,PHYS,4.66,100.0,4.66,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-4011.00,Embalmers,4493,Dress bodies and place them in caskets.,Core,0.05,1,PHYS,4.65,98.9,4.5988500000000005,0.05,True,0.0,True,0.0,body_care,Dress,True,True,0.0,0.0
39-4011.00,Embalmers,4492,"Make incisions in arms or thighs and drain blood from circulatory system and replace it with embalming fluid, using pump.",Core,0.0,1,PHYS,4.63,95.94,4.442022,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,20257,Remove the deceased from place of death and transport to funeral home.,Core,0.05,1,PHYS,4.61,100.0,4.61,0.05,True,0.0,True,0.0,operation,transport,True,True,0.0,0.0
39-4011.00,Embalmers,4494,"Perform the duties of funeral directors, including coordinating funeral activities.",Core,0.5,1,MGMT,4.57,91.96,4.202572,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4011.00,Embalmers,4497,"Attach trocar to pump-tube, start pump, and repeat probing to force embalming fluid into organs.",Core,0.0,1,PHYS,4.54,92.61,4.204494,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,4491,"Reshape or reconstruct disfigured or maimed bodies when necessary, using dermasurgery techniques and materials such as clay, cotton, plaster of Paris, and wax.",Core,0.0,1,PHYS,4.52,100.0,4.52,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,4504,Pack body orifices with cotton saturated with embalming fluid to prevent escape of gases or waste matter.,Core,0.0,1,PHYS,4.52,94.87,4.288124,0.0,True,0.0,True,0.0,handling,Pack,True,True,0.0,0.0
39-4011.00,Embalmers,4496,"Conduct interviews to arrange for the preparation of obituary notices, to assist with the selection of caskets or urns, and to determine the location and time of burials or cremations.",Core,0.55,1,INFO,4.51,88.25,3.980075,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-4011.00,Embalmers,4500,Insert convex celluloid or cotton between eyeballs and eyelids to prevent slipping and sinking of eyelids.,Core,0.0,1,PHYS,4.49,95.94,4.307706,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,4505,Assist with placing caskets in hearses and organize cemetery processions.,Core,0.275,2,MGMT,4.38,92.98,4.0725240000000005,0.275,True,0.0,True,0.0,,,False,True,0.275,0.0
39-4011.00,Embalmers,4499,"Maintain records, such as itemized lists of clothing or valuables delivered with body and names of persons embalmed.",Core,0.9,1,INFO,4.35,100.0,4.35,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4011.00,Embalmers,4501,"Wash and dry bodies, using germicidal soap and towels or hot air dryers.",Core,0.05,1,CARE,4.31,100.0,4.31,0.05,True,0.0,True,0.0,handling,Wash,True,True,0.0,0.0
39-4011.00,Embalmers,4502,Arrange for transporting the deceased to another state for interment.,Core,0.5,1,MGMT,4.27,94.63,4.040700999999999,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4011.00,Embalmers,4498,"Perform special procedures necessary for remains that are to be transported to other states or overseas, or where death was caused by infectious disease.",Core,0.0,1,PHYS,4.21,100.0,4.21,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4011.00,Embalmers,4503,Supervise funeral attendants and other funeral home staff.,Core,0.35,1,MGMT,4.18,75.64,3.1617519999999995,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
39-4011.00,Embalmers,4506,"Serve as pallbearers, attend visiting rooms, and provide other assistance to the bereaved.",Core,0.05,1,PHYS,4.16,89.55,3.72528,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4011.00,Embalmers,4507,Direct casket and floral display placement and arrange guest seating.,Core,0.3,2,MGMT,4.1,88.54,3.63014,0.3,True,0.0,True,0.0,,,False,True,0.3,0.0
39-4011.00,Embalmers,4508,Arrange funeral home equipment and perform general maintenance.,Core,0.1,2,PHYS,4.0,81.69,3.2676,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
39-4011.00,Embalmers,4509,"Assist coroners at death scenes or at autopsies, file police reports, and testify at inquests or in court, if employed by a coroner.",Supplemental,0.4167,3,CARE,3.58,44.61,1.597038,0.4166666666666667,False,0.4166666666666667,False,0.4166666666666667,,,False,False,0.4166666666666667,0.4166666666666667
39-4011.00,Embalmers,4510,Press diaphragm to evacuate air from lungs.,Supplemental,0.0,1,PHYS,2.89,42.75,1.235475,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4012.00,Crematory Operators,23180,"Clean the crematorium, including tables, floors, and equipment.",,0.05,1,PHYS,3.0,75.0,2.25,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-4012.00,Crematory Operators,23181,Document divided remains to ensure parts are not misplaced.,,0.9,1,INFO,3.0,75.0,2.25,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4012.00,Crematory Operators,23182,"Embalm, dress, or otherwise prepare the deceased for viewing.",,0.0333,3,CARE,3.0,75.0,2.25,0.0333333333333333,True,0.0,True,0.0,body_care,dress,True,True,0.0,0.0
39-4012.00,Crematory Operators,23183,Explain the cremation process to family or friends of the deceased.,,0.75,2,SOCL,3.0,75.0,2.25,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
39-4012.00,Crematory Operators,23184,Offer counsel and comfort to bereaved families or friends.,,0.3,1,SOCL,3.0,75.0,2.25,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4012.00,Crematory Operators,23185,Pick up and handle human or pet remains in a respectful manner.,,0.05,2,PHYS,3.0,75.0,2.25,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4012.00,Crematory Operators,23186,"Place corpses into crematory machines to reduce remains to bone fragments using flame, heat, or alkaline hydrolysis.",,0.1,2,PHYS,3.0,75.0,2.25,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
39-4012.00,Crematory Operators,23187,"Pulverize remaining bone fragments into smaller pieces, using specialized equipment, such as a cremulator or grinder.",,0.05,1,MACH,3.0,75.0,2.25,0.05,False,0.05,True,0.0,,,False,True,0.05,0.0
39-4012.00,Crematory Operators,23188,Read documentation to confirm the identity of the deceased.,,0.9,1,ANLY,3.0,75.0,2.25,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4012.00,Crematory Operators,23189,"Remove jewelry, watches, or other personal items from the deceased prior to cremation.",,0.05,1,CARE,3.0,75.0,2.25,0.05,False,0.05,False,0.05,,,False,False,0.05,0.05
39-4012.00,Crematory Operators,23190,Sweep or vacuum the cremation chamber to retrieve remains for storage in an urn or other container.,,0.05,1,PHYS,3.0,75.0,2.25,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4012.00,Crematory Operators,23191,"Transport the deceased to a funeral home or crematory using a van, hearse, or other vehicle.",,0.15,1,MACH,3.0,75.0,2.25,0.15,False,0.15,True,0.0,operation,Transport,True,True,0.0,0.0
39-4021.00,Funeral Attendants,4512,Greet people at the funeral home.,Core,0.3,1,SOCL,4.52,99.44,4.494687999999999,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4021.00,Funeral Attendants,4511,Perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned.,Core,0.75,1,ANLY,4.44,100.0,4.44,0.75,False,0.75,False,0.75,movement,run,True,True,0.0,0.0
39-4021.00,Funeral Attendants,4514,Close caskets at appropriate point in services.,Core,0.05,1,PHYS,4.38,80.63,3.5315939999999997,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4021.00,Funeral Attendants,4517,Direct or escort mourners to parlors or chapels in which wakes or funerals are being held.,Core,0.35,2,PHYS,4.35,93.89,4.0842149999999995,0.35,True,0.0,True,0.0,,,False,True,0.35,0.0
39-4021.00,Funeral Attendants,4518,Place caskets in parlors or chapels prior to wakes or funerals.,Core,0.05,1,PHYS,4.32,87.7,3.788640000000001,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4021.00,Funeral Attendants,4513,Offer assistance to mourners as they enter or exit limousines.,Core,0.3,1,SOCL,4.29,75.92,3.256968,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4021.00,Funeral Attendants,4521,Clean funeral parlors or chapels.,Core,0.05,1,PHYS,4.09,83.47,3.4139229999999996,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-4021.00,Funeral Attendants,4522,Arrange floral offerings or lights around caskets.,Core,0.1,1,PHYS,4.07,89.81,3.6552670000000007,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
39-4021.00,Funeral Attendants,4519,"Clean and drive funeral vehicles, such as cars or hearses, in funeral processions.",Core,0.1,2,MACH,3.98,84.11,3.347578,0.1,True,0.0,True,0.0,handling; operation,Clean; drive,True,True,0.0,0.0
39-4021.00,Funeral Attendants,4527,Act as pallbearers.,Core,0.05,1,PHYS,3.98,74.71,2.973458,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4021.00,Funeral Attendants,20600,Supervise funeral processions and assist with cemetery parking.,Core,0.5,1,MGMT,3.97,77.61,3.081117,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4021.00,Funeral Attendants,20601,Deliver floral arrangements or other items to family members of the deceased.,Core,0.05,1,PHYS,3.88,79.14,3.070632,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4021.00,Funeral Attendants,4520,Carry flowers to hearses or limousines for transportation to places of interment.,Core,0.05,1,PHYS,3.83,91.92,3.5205360000000003,0.05,True,0.0,True,0.0,movement,Carry,True,True,0.0,0.0
39-4021.00,Funeral Attendants,20602,"Perform general maintenance tasks for funeral homes, such as maintaining equipment or caring for funeral grounds.",Core,0.1,1,PHYS,3.82,69.14,2.641148,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
39-4021.00,Funeral Attendants,4525,Issue and store funeral equipment.,Core,0.15,1,PHYS,3.71,71.68,2.6593280000000004,0.15,False,0.15,False,0.15,,,False,False,0.15,0.15
39-4021.00,Funeral Attendants,4523,Provide advice to mourners on how to make charitable donations in honor of the deceased.,Core,0.3,1,SOCL,3.57,69.42,2.478294,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4021.00,Funeral Attendants,20603,"Embalm, dress, cosmeticize, and casket the deceased.",Supplemental,0.025,2,CARE,4.67,37.88,1.7689960000000002,0.025,True,0.0,True,0.0,body_care,dress,True,True,0.0,0.0
39-4021.00,Funeral Attendants,20607,Prepare obituaries for newspapers.,Supplemental,0.9,1,INFO,4.57,32.61,1.490277,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4021.00,Funeral Attendants,4516,Obtain burial permits and register deaths.,Supplemental,0.9,1,INFO,4.54,30.78,1.397412,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4021.00,Funeral Attendants,20597,Transport the deceased to the funeral home.,Supplemental,0.05,1,PHYS,4.54,61.31,2.783474,0.05,True,0.0,True,0.0,operation,Transport,True,True,0.0,0.0
39-4021.00,Funeral Attendants,20605,"Obtain doctors' signatures on death certificate and complete other paperwork, such as insurance claims forms.",Supplemental,0.9,1,INFO,4.54,40.81,1.852774,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4021.00,Funeral Attendants,4526,Assist with cremations and the processing and packaging of cremated remains.,Supplemental,0.05,2,PHYS,4.52,43.65,1.9729799999999995,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4021.00,Funeral Attendants,20598,"Attend to the needs of the bereaved, such as by offering comfort, counseling, or after-care programs.",Supplemental,0.3,1,SOCL,4.35,47.84,2.08104,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4021.00,Funeral Attendants,20599,"Perform various administrative tasks, such as typing documents or answering telephone calls.",Supplemental,0.9,1,INFO,4.15,62.34,2.58711,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3335,Oversee the preparation and care of the remains of people who have died.,Core,0.5,1,MGMT,4.83,96.87,4.678821,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3334,"Obtain information needed to complete legal documents, such as death certificates or burial permits.",Core,0.75,1,INFO,4.82,98.67,4.7558940000000005,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3343,"Perform embalming duties, as necessary.",Core,0.0,1,PHYS,4.8,71.43,3.42864,0.0,True,0.0,True,0.0,,,False,True,0.0,0.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3332,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",Core,0.55,1,SOCL,4.78,98.2,4.693960000000001,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",21009,Remove deceased remains from place of death.,Core,0.05,1,PHYS,4.7,90.64,4.26008,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
